100552, wjgruipfvrivohxpehxhk, voztqocvpmamthonrishod, 3655, 31203, 127, 84920 6114 105240 90477 237443 80739 111958 10936 26243 34002 44289 7434
100554, cujmnorowxpehoncgdolh, qwevwtbwckqex, 1711, 22808, 125, 3065 62220 85995 91454 89934 148956 7268 31940 12060 113829 232752 261792
100556, rwgnxabbgboiwdcxqynjj, jmaswnsmtcgziuog, 9648, 27170, 141, 51355 236334 265698 119223 0 31220 96265 85068 24754 138125 198186 72268
100559, kmqtrrqeq, xgcjzecbnhaqv, 2594, 52436, 114, 40995 8064 53408 78880 70430 10955 80829 23492 38724 19941 245466 31143
100563, nyauwltfqugeohirzfwedl, zfbzrehgrcirohzrdytkln, 2229, 32611, 170, 38064 20724 145800 173772 240012 113589 188682 129085 143944 13030 79590 132658
100572, czpfbqtzhblkqzwc, emvuvseitsvnokpyxr, 7125, 42740, 93, 14808 182025 45255 134410 114795 50870 132144 53368 46760 80112 60390 14516
100578, sqqauxizgvognbvoqw, igpzuuwelj, 6110, 37469, 147, 66660 126168 121536 10591 45188 22080 116704 29296 40173 234414 116384 61625
100593, nppwgwykqsymrxhhesfc, gourqykz, 8495, 38262, 142, 22095 6984 53739 54056 108560 26640 88112 146120 68562 32796 81430 47445
100606, acgfdjoifqqhkbxwyinzfnr, uhapwprcwsxdzkozh, 6618, 26567, 111, 71946 59626 84800 10480 22122 248560 72160 29874 0 50248 4981 138368
100616, iittzzidiblbmm, uhkzbjkppwfvwtuhdwykqti, 1703, 46213, 122, 166848 137180 45374 158323 226180 5654 0 102411 55440 27657 0 40128
100622, mjzubwoxfndms, fbctmghvlzrcobiblhqqgdx, 5541, 40966, 100, 60660 46968 83952 121303 41260 45160 76110 9890 22932 24369 150711 20784
100625, djktgyncovcatwrk, jcdaiodgtm, 9215, 37544, 102, 76466 40184 38700 4793 26859 93252 52190 127854 16272 16299 141944 20835
100626, fqjsvbhknlms, ibvunobazlusltkkuzkxom, 8205, 23253, 112, 8640 126846 206478 22134 9789 216594 100251 4119 21546 130580 42795 24660
100629, jxdgvgjgwdd, amdiucjnxylzjqhyurfz, 6483, 31057, 142, 89830 32972 87372 42024 99780 67900 36290 9584 160300 68145 72522 155799
100631, osyunbsnqkvqa, ufafautpr, 3366, 49482, 148, 7986 50190 130968 11231 64036 189424 48090 52336 79696 134843 14056 264760
100634, izzkxvaa, hybmwoftthjfirbwbd, 9057, 44137, 115, 18750 3136 187744 34056 167104 45123 113202 59038 23428 198405 69680 2520
100635, ezflibgcclmifgnmuxxf, pnjqzuwxkwxdwltul, 7366, 24717, 99, 48546 70811 88326 6559 34664 36252 47356 88137 5167 0 0 221765
100636, mtzdudrp, twsymspwdqhmmtbpf, 6381, 29900, 160, 18746 198500 11760 4518 59985 102034 74040 35456 34576 21472 240192 128510
100644, mqhnhlmqucyetjqa, ocnsvcldykaxs, 7799, 27393, 108, 63427 28700 70440 3957 49015 23913 139034 48270 125092 223710 132550 158103
100650, iazgnfnwpzkoeechl, lwgynggypjknumdgptwg, 9380, 26625, 135, 98546 74976 127512 5524 142095 58650 164900 69482 208880 71456 0 95744
100662, bjigrtxiuvppmer, tczpjrxziggvmmpfbjlt, 3687, 22330, 131, 53040 56826 98390 20144 0 251055 13379 44226 175695 73785 27342 37373
100669, rcawppnowlhbrjmwhiz, axhvqfim, 2560, 48055, 137, 157296 25473 4323 10065 130872 28756 16093 53874 129582 33822 157928 42291
100672, byqghiavmpuyhrkybpwia, xhdubyqbpmjsrdp, 5497, 29967, 142, 31176 37191 36554 218858 11455 192514 71974 49808 20891 85680 86910 110502
100673, jkqggeiqrvktxmuzl, yeuwtzyqs, 2805, 35947, 136, 134497 151764 126395 159444 85576 204765 63048 188850 145656 3794 40482 19454
100675, lfukplthcgzmd, jpauvcqliwdhyunguxcbc, 6271, 22971, 138, 149536 50105 61168 39534 81592 96976 25840 157720 81632 129408 55024 124128
100685, cwtlguousrntdcmst, ypymkxlqpzcfnt, 7836, 21758, 96, 87040 0 130860 55380 13751 46800 52776 27300 78925 24201 37032 98550
100696, alopcrou, toilavkckrceqnrvoesn, 4351, 36877, 114, 21582 12210 46186 21438 113339 83055 18732 6312 18423 81824 87381 10288
100709, rfjmkmpe, scpwlkfkrtrsa, 7277, 32628, 155, 41445 31015 233500 118888 24945 206850 64197 94588 111595 93560 12754 126216
100711, hbzhjlornzuqlvadqbiixs, bfkknipsxtbeywzvuoqvmkg, 8295, 25336, 130, 20235 22802 22716 113652 29076 10130 7288 28580 147706 225981 46000 61660
100715, mkuqygrtqomklnfezovndq, skzmqisewo, 1927, 30074, 111, 15543 19832 26852 2066 45220 0 29640 78185 176380 19698 92824 108988
100719, kgaagjrllbgbo, iprjhcoofe, 4789, 32155, 87, 192717 24141 66283 9199 27072 9923 7513 13293 6848 15885 3562 172382
100720, phuhztrghvranasmgzunju, nishwggl, 7928, 36143, 120, 103155 142656 141168 46176 3669 6783 140166 45205 146440 14547 34146 107136
100723, ufdhgkaeoqnxv, uchmuyzwmvgjbouhelv, 1675, 46546, 166, 181940 60944 95856 65432 38664 71253 78470 79560 99582 106056 63609 23844
100727, rydoncucdqvkwuwzzrrelx, yctikscpjisuocfppmxfpsg, 2543, 46447, 144, 223584 239880 229266 43985 6440 105816 95877 26380 14664 142170 199220 13865
100751, vdjlldmjqnhcst, aduvajncmm, 4068, 48177, 102, 87774 19251 13710 0 12360 49114 160037 92326 162960 77336 48872 14150
100756, lrollimzejpxjhgqxyc, gzdnxegexkgbczvh, 2138, 38410, 154, 48980 65980 8999 107136 235024 178170 20020 90338 46052 205238 4960 111283
100769, ygzvrxglxqwiwqhzm, lourebufbwawndiaxbsml, 2518, 45530, 146, 10205 102890 48400 44688 94562 136477 0 59216 57000 19080 110080 121839
100773, odiqksspztxygrubcr, cykbanatfdderaqckpicvzl, 5716, 43049, 115, 57990 12033 102207 56882 76043 38025 31980 14394 0 2602 57477 56574
100774, ctsyxzbqocigdqgrarw, igfuppatogfldynklosrk, 4342, 32050, 106, 118592 3260 23070 0 43248 45528 0 35805 235365 12545 18252 134691
100776, srfkaamldzsu, ehacvtyjkcetqmy, 3618, 22305, 75, 144856 21632 9543 0 228564 7053 18417 86580 4774 54036 81824 0
100777, zfjkhnpuprhjvdzlb, uqberznaxjygbhvxm, 2448, 50437, 119, 102240 3551 59367 47780 44492 220167 124830 76146 55624 12890 83556 6210
100790, ozqmbgtzelo, pkxxfmlpppmbyhkp, 4410, 50107, 96, 46890 24840 143450 26110 55400 40740 43696 29818 171700 29046 7516 4131
100794, sbikwyvvenxfpxpobhy, itirzqeatcqabp, 8836, 41384, 171, 152848 44766 97955 42534 106656 30656 70091 60640 116016 118762 26512 51920
100797, cvppezlmagca, vopprxwqxizswmkwhvngud, 8691, 47161, 103, 8502 3544 163724 31648 68136 0 21425 26895 111460 74854 219924 7025
100806, zkhrqbdgnapr, duetlplh, 7612, 23684, 133, 23148 102285 220966 148860 211021 31680 48680 3320 35224 135842 27190 36449
100815, wzrvrtngqwxuopyzasuoxq, bmwynwrxafveosyx, 3145, 46374, 132, 116541 0 5155 224451 9410 62934 132314 163863 146471 22838 28995 56968
100816, axinekweorkckfixtfvm, whwvrlckkhqgukevap, 7045, 32203, 97, 1225 8133 39832 27252 10767 23790 132741 43975 9451 170582 0 290000
100821, jpznictjxbcibarrzzziscx, egzxrxfoagstgtealwdzs, 3052, 42838, 131, 89313 171774 116730 38656 58485 14592 61744 53508 83226 120010 64530 0
100823, asxzpnknpcxv, iyfafjshfxirctjdls, 9242, 33869, 133, 11456 13038 253764 27060 127944 189084 169776 175256 54480 19061 127413 20518
100828, ddphfabqxkg, peweckwgtbtjgffhxsxbzn, 8453, 35447, 95, 71265 9738 33273 11340 12149 2914 45045 37528 154833 63432 18312 68995
100829, mclpvownnkw, xykxoujuhybckscv, 2350, 29692, 116, 93065 51648 0 124514 8940 59384 10233 51044 157320 51126 47061 40368
100832, noalqkohuejgrenj, micaairnqthaydutfcjgs, 2310, 52501, 108, 55846 72380 40908 86616 37056 53608 7397 183240 82166 22410 37968 23256
100841, gqpqjurptyykzgcznj, qsvflhrlbbfmv, 8237, 34041, 110, 16440 49368 26652 57240 74958 14319 114096 95506 44137 55095 68950 16480
100844, njqgaeqphazpumueaexzld, ahzlvrocdkd, 8721, 30726, 87, 241315 41439 155771 62577 0 4010 62964 5364 25544 14895 158290 12348
100855, tkrpbprg, xngrgcucdxhexsg, 7522, 49801, 118, 48070 28008 0 206535 25515 48854 58322 72850 32564 145180 72156 42000
100856, rjsywwbvqxecrqzwghie, meowmptpdcbbzttz, 6254, 33005, 138, 7059 6523 250220 48926 123564 21585 125818 53319 19395 161104 71236 28040
100857, cxmjmskjrcch, eiovdmkwyuwb, 6923, 20135, 155, 84120 110196 207195 13939 68288 241160 43536 4113 192416 189709 166260 92178
100870, dkxizyhngdqkmwlctzf, ewjdsiwytgielwoeykv, 1813, 39045, 165, 41824 48665 193328 282207 79065 21798 54243 152880 256248 41841 63063 28275
100872, sfisroblm, ghdbhoiyabtxhybrw, 3190, 46820, 142, 71970 26844 29763 67326 49926 68928 54196 95400 209740 123312 127812 57204
100875, kogxqzslmmwdialnjp, kznzgtecxcqpicfecptncf, 4105, 22842, 127, 95046 49984 108108 255294 5847 111888 32124 20655 21812 36701 11871 111280
100877, qzxehuufkvcdgtbosmdv, hgqqhsscl, 4449, 39454, 120, 15690 36280 59595 50368 50869 26028 62679 19782 39655 151284 218178 124104
100881, szvmizzelfti, szhngnebjjkkguwy, 5684, 40271, 129, 0 73080 79140 37368 127035 155760 25200 83810 136929 27720 29856 16014
100894, gnaqdnoxramoft, jblryyokh, 4457, 51727, 146, 104489 18462 198720 149864 53460 78336 30573 125832 141759 235710 34248 0
100900, vcwecnhsxgr, bslhmfyprkxhsclqsidtw, 8129, 26635, 107, 3522 33090 179707 33385 5340 69855 28084 99230 27550 23312 250758 167776
100906, pyuqgaemrraavyvz, kzubtcaoffaczlgxzd, 9747, 35131, 123, 119217 111480 54153 6551 25070 112898 67015 0 48096 169320 95792 194541
100913, bvbupnwnilxhikzg, lhldaicqzfqbjsfmiki, 2668, 23286, 121, 126714 177658 160256 121245 16143 100566 1672 58674 109429 76908 20394 62450
100931, zfumepglciozor, kwhdlrylssaemefrcvhm, 6138, 34672, 125, 77781 100320 30795 72660 21336 0 30180 77504 10273 54950 49070 141744
100935, kxgryfimgbmx, mojtunqxoxtghzd, 5494, 24005, 134, 221952 189162 18048 91780 82208 171906 35002 41499 43444 0 311262 29330
100936, nqvfbzcpcmnelecfoqvltl, augigayuiuwvkciswx, 4790, 32623, 104, 11526 145716 2952 33561 22782 70308 61567 172272 2109 40300 211128 73602
100940, txlehjrjjcecnistmawjlk, uevlrhnrymyt, 2202, 22446, 115, 43524 97452 18504 5642 84536 6216 83424 126160 45070 160720 48780 6681
100945, yxmdoidxfdahwnkyovi, vwowndlc, 2766, 22534, 88, 0 11696 74330 11990 40216 13599 17144 182178 100139 87969 34510 61794
100952, xkacvvtrbmwbrvmjrey, rpfrefqrskl, 9140, 22221, 128, 139720 0 80535 81216 31340 7572 95976 141362 48732 34770 55902 129466
100960, gjcmplabfirwprbkophce, yckjkkuy, 2103, 44497, 128, 0 81216 147204 184290 10320 71385 27448 17300 78880 0 33760 167892
100971, uspkvqscshhdujg, tqvhhntonl, 4822, 44802, 165, 39592 24246 146600 26064 165360 37295 211932 34818 92176 291840 143308 259524
100982, fccmrbpeujq, qfuueuptfmcmowsbokd, 6202, 29407, 114, 39382 33380 94206 0 10946 31200 7684 48744 51669 0 56225 63308
100988, vvphfcahlmnkagexfaqwcv, uxylfjkzikzvybaxkl, 1030, 27228, 79, 30002 0 27322 9444 43596 27230 68910 21980 34746 28749 43260 18410
100993, wzkokcxciiivsshshbgff, cjeiepucmnaienz, 3614, 48910, 98, 103092 227360 237180 18156 142758 18440 17360 43604 5071 3384 109840 12216
100995, yufskmxzznvtcbn, wvhdnwbatg, 9608, 34869, 140, 43812 27168 11838 24368 120366 103530 61744 76410 64064 32560 0 136396
101008, oaxoehkugwnzba, xowpjokhksnv, 2808, 43210, 168, 9681 146556 39066 190016 264271 26718 48916 72295 164896 203320 262770 70200
101009, ryhgioizntwynyrnwrb, cswrqtbumuizjebaufrn, 8032, 36719, 61, 14443 0 0 12178 164219 0 58220 34644 0 54624 47044 96048
101010, cxuverbmtwsoi, hiqqwlxfpdgmlfjia, 5195, 52143, 97, 51408 57171 4481 39042 64328 163995 0 61432 42544 26208 2852 131081
101011, xftgocnuyufbhno, hruszprwfqvw, 4440, 20218, 96, 0 224370 79614 8634 41306 155544 10830 12336 93870 7644 2666 6450
101014, yyzrowxzxduqgpvfwhyju, nrkrbsivdknphjpmbdchup, 8421, 49181, 152, 58460 1748 112560 86037 134169 103398 55916 54992 74430 137344 42525 27104
101015, arntbfxifypw, qmhpkfqnwifsendxuvisdy, 1927, 21678, 104, 10904 11655 108255 18492 155316 143010 58646 103755 89634 8154 22596 33560
101022, rnijqjwmjyizllc, omfwgnpypykfz, 2610, 48784, 111, 227968 247920 64596 67740 49670 0 213615 16152 29608 43360 41808 0
101023, uffnsrenwiivknhqapzwwh, vflgeixrromqcvudiemffd, 1450, 33903, 108, 29852 54510 100443 116970 40887 13151 130533 4325 4790 35725 118963 110200
101035, rdxhuydrlfffholnra, dnyehtyvzpjpiyshad, 4736, 21795, 135, 50806 26955 132165 112692 28020 5136 19955 43857 200004 76860 114475 168900
101041, bqmaxfznqq, txcgeljaocclkc, 2539, 22991, 138, 19524 139910 81175 175548 29470 4908 80392 26462 159757 39820 109240 94960
101042, jwpzdsqyrhvc, vzgyuvflz, 5763, 38123, 112, 7450 66800 10176 15800 127642 0 2244 26082 23540 72160 22158 164520
101055, wgmymvzxwnquepwlr, hziqvyeonlqvipiltpifj, 2903, 24946, 124, 88848 179584 52657 128030 52912 36190 162862 8615 113722 87769 36352 10424
101059, tenbkyrktzbwymnonzjwil, rvgwsudtlbvxlqukadzkfh, 2206, 40888, 130, 118120 97590 22347 274680 74000 86994 0 42573 73998 19935 251500 229860
101060, unnhrytpswluctljst, dztaleicluaajzi, 1287, 31122, 118, 45679 132974 24890 26355 0 124360 20416 79731 36806 38906 145046 69088
101061, jffadpcwqkgxgct, hwksphtkwvbu, 1010, 23931, 108, 134121 7486 0 7704 197104 129780 84383 44926 100832 39864 0 8744
101062, bdfdvokwrfdilvtapfqwv, gusatpktabudfurntkxhma, 3585, 23254, 98, 116960 112000 36620 18024 0 149604 34692 38856 39688 6001 58045 57516
101063, hqqviuwxhdkawpnul, ibhgppgioyfke, 9545, 49623, 127, 184048 5944 60979 17940 42285 7642 25968 138658 83041 29431 250240 164958
101064, igkqsfofqzowbgvhuiiee, ggosiyedtxdkyzxfhrsyptr, 7707, 48267, 145, 72620 129727 83680 62821 9999 22768 64675 71975 11730 21968 61480 229584
101074, ekpxsrdabuzljqtmuzva, kkguarucpkoveooqafj, 7681, 21724, 127, 65556 18528 4290 64720 215180 11264 50694 153049 56948 82348 16250 262980
101082, cxkgcmhffndkteqngcuxeh, nkixhqrbgshcjs, 1235, 50313, 110, 85300 50869 10504 180126 94528 41649 54430 5352 61625 43495 13137 102232
101083, kxiaqsdjnkezwq, lqpvmxqtkourvt, 8497, 36207, 139, 115690 185220 0 133263 245200 14745 0 81840 26180 65910 145977 41568
101093, mhypzdezswzhdrwqswsjh, bthoulphifp, 9488, 41879, 141, 13311 123444 49056 43225 284740 188034 58870 42606 16128 177669 170296 2345
101095, pirulvphgblhkjne, ixopvafqpm, 3863, 44528, 130, 186528 226518 7018 181090 74542 80540 67028 87136 2065 27208 124236 0
101103, dsjolyvhkuakivhf, tdmpxudhgalthjybupqmx, 1996, 20760, 128, 104863 120230 43344 89843 104082 253385 94048 73671 9792 48454 5708 37030
101109, taxlbubryxttgatlfonk, cuydvbyrwuwalmqiu, 1953, 23049, 121, 0 73587 58200 25856 155320 8756 4636 18858 65467 115024 139859 105345
101111, jaybwboswbd, drazmjetuyrzpvdgomlifcw, 5512, 27828, 125, 93730 59736 45543 128645 70980 243827 68315 98208 164801 80959 163713 0
101117, zowvboiadj, cfxoowsnqmbkjkknpby, 3380, 31116, 122, 185216 75448 76286 110143 23051 108262 8196 8363 13904 22820 145836 71040
101121, tviaraishjbfxg, awjvstobwskedulpxla, 6239, 39541, 104, 39976 1860 0 2195 110709 1388 181980 109188 72150 178890 253384 43582
101125, efupjkrlrixl, vkbdpiwzgzrrhfieyi, 2649, 25519, 149, 73734 255192 30411 169600 138150 35802 12712 85096 30992 19476 151368 96864
101126, mshaxuyqiw, jftumkikazscgdavu, 1296, 29325, 120, 65445 25326 109572 64800 17532 91287 33048 9965 94290 80022 0 34097
101130, jezqxvnacfk, thhquemcqbvfblwmkv, 2026, 34450, 143, 122174 93144 74630 27053 6856 114630 22672 29008 121734 15550 44550 48366
101138, khqtmuccfbi, fzgxtlnhnpvizc, 1640, 48973, 131, 89159 86031 98770 60910 168180 13464 13499 21858 84032 24178 63252 67774
101153, ewjwngfmdjdknuuhzmnrw, dbqulldrneibywnzmzsctds, 3158, 42567, 132, 35595 95300 117929 134121 149674 27828 122455 4330 103536 29040 117060 0
